device_id,event_date,maintenance_type,pre_level_median_3d,post_level_median_3d,gain_abs,gain_rel,pre_slope_7d,post_slope_7d,post_intraday_std_mean_7d,recovery_stable,effect_duration_days,effect_duration_right_censored,eligible_for_effect_analysis,ineligible_reason,pre_available_days,post_available_days,post_recovery_level,H_max_est,recoverable_space,rho_raw,rho_clipped,eligible_for_rho_estimation,rho_ineligible_reason
a2,2025-02-20,medium,,74.22691441883173,,,-0.4756348879412668,-0.5905355582598284,0.16149141956507468,False,,False,False,insufficient_pre_days,1,3,74.22691441883173,116.06653786299302,,,,False,effect_ineligible;missing_pre_or_post
a2,2025-04-07,medium,61.28166102242969,76.18907968756936,14.907418665139673,0.2432606821751031,-0.1977156063973157,-0.16060060031629167,0.5068256989391507,True,49.0,False,True,,3,3,76.18907968756936,116.06653786299302,54.78487684056333,0.2721082810594557,0.2721082810594557,True,
a2,2025-05-28,medium,65.7108150101874,81.51919636080862,15.808381350621218,0.24057503088601753,-0.31207636298038316,-0.16314112054130497,1.6918389648181373,True,53.0,True,True,,3,3,81.51919636080862,116.06653786299302,50.35572285280561,0.3139341559415315,0.3139341559415315,True,
a2,2025-07-21,medium,73.57945698393371,92.90735558474124,19.32789860080753,0.26268063659436675,-0.44044875392556915,-0.27179057907333465,3.0256340392723993,True,58.0,False,True,,3,3,92.90735558474124,116.06653786299302,42.487080879059306,0.4549123686756675,0.4549123686756675,True,
a2,2025-10-06,major,70.68180164920085,84.70817171366251,14.02637006446166,0.19844386726410285,-0.3934789866543538,-0.5884423381951797,0.7898254096231068,True,22.0,False,True,,3,3,84.70817171366251,116.06653786299302,45.384736213792166,0.3090547887815887,0.3090547887815887,True,
a2,2025-12-10,major,49.05177116072437,65.12782039229991,16.07604923157554,0.32773636611204754,-0.4940483373348926,-0.6866678328098962,0.21350088403496534,True,23.0,False,True,,3,3,65.12782039229991,116.06653786299302,67.01476670226864,0.23988816230604468,0.23988816230604468,True,
a2,2026-01-29,major,38.36915029558066,58.48792414251145,20.118773846930793,0.5243476514841681,-0.6181908613917956,-0.6458982552157556,0.17593480504821132,True,25.0,False,True,,3,3,58.48792414251145,116.06653786299302,77.69738756741236,0.2589375843489615,0.2589375843489615,True,
a2,2026-03-12,medium,37.35638931189493,50.3322042614599,12.97581494956497,0.347351957418252,-0.43827420870512135,-0.1791560019357085,0.40152074859244796,True,27.0,False,True,,3,3,50.3322042614599,116.06653786299302,78.71014855109809,0.16485567856781722,0.16485567856781722,True,
a3,2024-05-29,medium,112.60381215206182,,,,-0.2508498531087509,0.25210831558350577,1.01939695440574,False,,False,False,insufficient_post_days|random_long_gap_in_window,3,0,,119.55787665472639,6.954064502664565,,,False,effect_ineligible;missing_pre_or_post
a3,2024-07-18,medium,115.1258544546825,121.13357060973185,6.007716155049351,0.052183900684222025,-0.2537268334154647,-0.04235396615885735,1.1136110719792287,True,31.0,False,True,,3,3,121.13357060973185,121.13357060973185,6.007716155049351,1.0,1.0,True,
a3,2024-09-30,medium,98.12129958210045,,,,-0.4399001381714892,-0.6485090306342514,0.6593079409752448,False,,False,False,insufficient_post_days|random_long_gap_in_window,3,0,,119.55787665472639,21.436577072625937,,,False,effect_ineligible;missing_pre_or_post
a3,2024-11-30,medium,70.60134994557654,91.46599084448987,20.864640898913322,0.2955275064144942,-0.5908703667828351,-0.6804924992962944,0.23698141852451457,True,29.0,False,True,,3,3,91.46599084448987,119.55787665472639,48.95652670914984,0.4261871154150684,0.4261871154150684,True,
a3,2025-01-17,medium,69.03539594780446,93.43942184050809,24.40402589270363,0.3535001944677012,-0.21108164977958813,-0.8098244698274064,0.4597372979892441,True,34.0,False,True,,3,3,93.43942184050809,119.55787665472639,50.522480706921925,0.48303300929085435,0.48303300929085435,True,
a3,2025-03-05,medium,71.2798725864712,87.95654329497965,16.676670708508453,0.233960444980841,-0.3749905764820574,-0.18497931494829192,0.921326945122262,True,60.0,False,True,,3,3,87.95654329497965,119.55787665472639,48.278004068255186,0.345429995095304,0.345429995095304,True,
a3,2025-05-06,medium,76.07949541824968,,,,-0.3467201409374344,-0.16662037140773975,2.0314756569764794,False,,False,False,insufficient_post_days,3,1,,119.55787665472639,43.47838123647671,,,False,effect_ineligible;missing_pre_or_post
a3,2025-07-02,major,92.2779362746474,102.35760789728583,10.079671622638429,0.10923165416961904,-0.06853350028307961,-0.005203581542642459,1.8211641065233175,True,64.0,False,True,,3,3,102.35760789728583,119.55787665472639,27.279940380078983,0.3694902364962297,0.3694902364962297,True,
a3,2025-09-15,medium,90.31936051200564,119.38279954861467,29.063439036609026,0.32178526145283975,-0.5284587873043769,-0.494037045602092,0.46922871875947825,True,39.0,False,True,,3,3,119.38279954861467,119.55787665472639,29.23851614272074,0.9940121070010147,0.9940121070010147,True,
a3,2025-11-17,major,83.63112405464096,100.9955472212195,17.364423166578533,0.20763111058071357,-0.6078328049484415,-0.5920831401014465,0.5250031323919728,True,19.0,False,True,,3,3,100.9955472212195,119.55787665472639,35.92675260008542,0.4833284922761777,0.4833284922761777,True,
a3,2026-01-20,medium,61.016449370765294,85.86116956900894,24.844720198243643,0.40718069396787043,-0.5256986353421694,-0.6491419317761655,0.18331017569161775,True,23.0,False,True,,3,3,85.86116956900894,119.55787665472639,58.54142728396109,0.42439553237627475,0.42439553237627475,True,
a3,2026-02-24,medium,62.91580960585463,76.74019582239556,13.82438621654093,0.21972833701331726,-0.575355886786148,-0.27240461995535015,0.5346773823705792,True,39.0,True,True,,3,3,76.74019582239556,119.55787665472639,56.64206704887175,0.24406570834734917,0.24406570834734917,True,
a3,2026-04-05,medium,68.55809804284182,80.67498283576818,12.116884792926356,0.17673892857054668,-0.2795675269210375,-0.3356034045349503,0.5003229007579904,True,5.0,True,True,,3,3,80.67498283576818,119.55787665472639,50.999778611884565,0.23758700768365174,0.23758700768365174,True,
a4,2024-05-28,medium,38.77525008647535,83.89768508112157,45.12243499464621,1.1636916562502,-0.38667947719742635,0.08625971832930905,1.7175751713326537,True,48.0,True,True,,3,3,83.89768508112157,116.06653786299302,77.29128777651766,0.583797169030416,0.583797169030416,True,
a4,2024-07-16,medium,78.6842608703516,106.692019991015,28.00775912066341,0.35595122596133827,-0.42572444970062306,-0.23296905654467942,1.4648178790714323,True,63.0,False,True,,3,3,106.692019991015,116.06653786299302,37.38227699264142,0.7492256056573718,0.7492256056573718,True,
a4,2024-09-21,medium,85.02114247350195,106.84562716522716,21.824484691725203,0.256694794456886,-0.9136133326199304,-0.6441206583117685,0.5080280683140418,True,28.0,False,True,,3,3,106.84562716522716,116.06653786299302,31.045395389491063,0.7029862051334299,0.7029862051334299,True,
a4,2024-11-20,medium,72.72267913218475,88.1376978493397,15.41501871715495,0.21196989578912187,-0.6057556795464986,-0.4494408196326511,0.4652244024612095,False,27.0,False,True,,3,2,88.1376978493397,116.06653786299302,43.343858730808265,0.3556448172483118,0.3556448172483118,True,
a4,2025-01-18,medium,58.94482802757803,98.04021087647371,39.095382848895674,0.6632538283189907,-0.5099660903641325,-0.404058153855617,0.17796780268571033,False,32.0,True,True,,3,2,98.04021087647371,116.06653786299302,57.12170983541498,0.684422489479768,0.684422489479768,True,
a4,2025-02-20,medium,87.23572443871757,110.889653579158,23.653929140440425,0.27114956965889736,-0.5575598952718482,-0.5203746505209443,0.23556111562570564,True,48.0,True,True,,3,3,110.889653579158,116.06653786299302,28.830813424275448,0.8204391874883383,0.8204391874883383,True,
a4,2025-04-10,medium,98.1121578514424,104.82163850890417,6.709480657461768,0.06838582296417332,-0.41565540277977625,-0.19372324276571412,1.6978521736233734,True,42.0,False,True,,3,3,104.82163850890417,116.06653786299302,17.95438001155061,0.3736960370196771,0.3736960370196771,True,
a4,2025-06-04,medium,98.8742960410474,107.80499562537834,8.930699584330938,0.09032377414473203,-0.08650593570758756,-0.30143294444866037,2.761628500860009,True,57.0,False,True,,3,3,107.80499562537834,116.06653786299302,17.192241821945615,0.5194610264806214,0.5194610264806214,True,
a4,2025-08-06,medium,103.179670621673,124.58741991781118,21.407749296138178,0.20748030272972648,0.2935096271252147,0.07444567042601744,2.228635060318774,True,47.0,False,True,,3,3,124.58741991781118,124.58741991781118,21.407749296138178,1.0,1.0,True,
a4,2025-10-10,medium,102.08639383591999,104.70945774535699,2.6230639094369934,0.025694549595443202,-0.4987331321277509,-0.5553058058265172,0.5411141391622839,False,5.0,False,True,,3,3,104.70945774535699,116.06653786299302,13.980144027073024,0.18762781730698488,0.18762781730698488,True,
a4,2025-12-09,medium,76.74270686997804,98.93251107259566,22.189804202617623,0.2891454459667794,-0.5847436991910777,-0.4924244399126764,0.25933188141356556,True,31.0,False,True,,3,3,98.93251107259566,116.06653786299302,39.32383099301498,0.5642838869529054,0.5642838869529054,True,
a4,2026-01-21,medium,77.7478988832152,108.76634131338085,31.01844243016565,0.39896180958868516,-0.5037696295563665,-0.5401881983484473,0.16265679039509573,True,49.0,True,True,,2,3,108.76634131338085,116.06653786299302,38.318638979777816,0.8094870605016855,0.8094870605016855,True,
a4,2026-03-12,medium,88.2136038195473,114.94324578095734,26.72964196141004,0.30301042927674837,-0.18223399906162083,-0.263611605621143,1.2833015277842235,True,29.0,True,True,,3,3,114.94324578095734,116.06653786299302,27.852934043445714,0.9596706012988242,0.9596706012988242,True,
a5,2024-05-19,medium,101.28124759815883,115.62446515410568,14.34321755594685,0.14161770215207728,-0.26872073939549923,-0.0746355310067841,1.949124313159966,True,59.0,True,True,,3,3,115.62446515410568,126.49973171227992,25.218484114121097,0.568758117698096,0.568758117698096,True,
a5,2024-07-18,medium,109.95175285999733,117.83482869854235,7.883075838545025,0.07169577231372223,-0.08897786564819755,-0.07948633270189427,1.4264305556399413,True,55.0,False,True,,3,3,117.83482869854235,121.77563077276693,11.823877912769603,0.6667081558776436,0.6667081558776436,True,
a5,2024-09-21,major,107.12471976856868,112.35258056742451,5.227860798855829,0.04880162870110703,-0.5598044643442134,-0.7500784593405899,1.7201460437260516,True,7.0,False,True,,3,3,112.35258056742451,117.39275598965502,10.268036221086334,0.5091393024227893,0.5091393024227893,True,
a5,2024-11-24,medium,84.1178630843223,115.42313543100715,31.30527234668486,0.3721596245889355,-0.49025710868033656,-0.6649471667139812,0.35554969927196833,True,47.0,False,True,,3,3,115.42313543100715,117.39275598965502,33.27489290533272,0.9408076063760312,0.9408076063760312,True,
a5,2025-01-21,medium,88.05101498029511,118.30117903379433,30.25016405349922,0.34355270135465094,-0.450461174511955,-0.6151691392726251,0.3654834708586341,True,34.0,True,True,,3,3,118.30117903379433,118.30117903379433,30.25016405349922,1.0,1.0,True,
a5,2025-02-25,medium,101.50110083566916,109.779813348361,8.27871251269184,0.08156278547259424,-0.6953582324600533,-0.31828128194546373,0.5504305614129649,True,22.0,False,True,,3,3,109.779813348361,117.39275598965502,15.891655153985852,0.5209471532369252,0.5209471532369252,True,
a5,2025-04-15,medium,97.21836599988016,103.5743481648625,6.355982164982336,0.06537840972342789,-0.2652734577880149,-0.23936528995549974,1.0718497022246785,True,18.0,False,True,,3,3,103.5743481648625,117.39275598965502,20.174389989774852,0.3150520123881708,0.3150520123881708,True,
a5,2025-06-14,medium,87.28386615951018,104.38090384976933,17.097037690259143,0.19587855628455456,-0.2132202067279536,0.0024240285801597444,2.2831153343308004,True,65.0,True,True,,3,3,104.38090384976933,117.39275598965502,30.108889830144832,0.5678401889511614,0.5678401889511614,True,
a5,2025-08-19,medium,96.53024865792689,100.98539863548433,4.45514997755744,0.04615289030638575,-0.1168470040240298,-0.1597184108092858,1.3586289135546958,True,15.0,False,True,,3,3,100.98539863548433,117.39275598965502,20.862507331728125,0.21354815635136806,0.21354815635136806,True,
a5,2025-11-06,medium,59.820384425642665,73.05905438417331,13.238669958530643,0.22130700238121073,-0.2955445679091339,-0.6895154815889362,0.466920185384291,True,18.0,False,True,,3,3,73.05905438417331,117.39275598965502,57.57237156401235,0.22994831720300268,0.22994831720300268,True,
a5,2026-01-08,medium,38.89175352251783,65.27245825629126,26.380704733773428,0.6783110131174552,-0.5386572276947561,-0.6144198936287738,0.33799127809858537,True,32.0,False,True,,3,3,65.27245825629126,117.39275598965502,78.50100246713718,0.3360556413890022,0.3360556413890022,True,
a5,2026-02-26,medium,36.796084179187496,57.99307461663174,21.196990437444242,0.5760664731122022,-0.7382624835877076,-0.3171373624643183,0.46407058585681804,True,35.0,True,True,,3,3,57.99307461663174,117.39275598965502,80.59667181046751,0.26300081580653156,0.26300081580653156,True,
a5,2026-04-03,medium,48.454053034451135,81.43539883717806,32.98134580272692,0.6806725905731142,-0.3704364991836301,-0.2506468951943671,1.1729200778156443,True,7.0,True,True,,3,3,81.43539883717806,117.39275598965502,68.93870295520388,0.47841552551631383,0.47841552551631383,True,
a6,2024-06-06,medium,36.13891350692837,61.50336678575788,25.364453278829515,0.701859873954616,-0.13136196431172462,-0.002347890532864026,1.7307041606195983,True,81.0,True,True,,3,3,61.50336678575788,116.06653786299302,79.92762435606465,0.3173427645720455,0.3173427645720455,True,
a6,2024-08-27,medium,54.47048365379927,82.54528709002408,28.074803436224805,0.5154131476904301,-0.08154828267150574,-0.4484850138831078,2.2771779063842623,True,39.0,False,True,,3,3,82.54528709002408,116.06653786299302,61.596054209193746,0.45578899162723313,0.45578899162723313,True,
a6,2024-11-06,major,41.6673133874083,62.84393169235338,21.17661830494508,0.508230950914742,-0.8173657289059457,-1.0222584173132316,0.503094004374558,False,25.0,False,True,,2,2,62.84393169235338,116.06653786299302,74.39922447558472,0.2846349334178144,0.2846349334178144,True,
a6,2024-12-31,medium,30.128021407356968,71.00774423566656,40.879722828309596,1.3568671594984716,-0.5978318983976877,-0.5027426148190643,0.2994547109444306,True,49.0,True,True,,3,3,71.00774423566656,116.06653786299302,85.93851645563605,0.47568569384616843,0.47568569384616843,True,
a6,2025-02-19,major,48.006344604349046,72.37343800611832,24.367093401769274,0.5075806875652387,-0.6654372245138281,-0.37515040418306256,0.32861358006001135,True,50.0,True,True,,3,3,72.37343800611832,116.06653786299302,68.06019325864398,0.3580226889625315,0.3580226889625315,True,
a6,2025-04-11,medium,56.911159461953,82.09738221350366,25.186222751550666,0.44255332327903973,-0.36488171526694657,-0.20569895840541008,0.7102314570824805,True,53.0,True,True,,3,3,82.09738221350366,116.06653786299302,59.15537840104002,0.425763868515933,0.425763868515933,True,
a6,2025-06-04,medium,71.86805336835545,96.987931066397,25.11987769804155,0.3495277320131534,-0.08321183149224863,-0.1580885953526072,1.9145846826376463,True,79.0,True,True,,3,3,96.987931066397,116.06653786299302,44.19848449463757,0.5683425118589586,0.5683425118589586,True,
a6,2025-08-23,medium,87.15110175303694,122.87790395159868,35.72680219856174,0.40994091273569905,-0.41077680201745687,-0.16982938346430437,2.590252679442492,True,52.0,False,True,,3,3,122.87790395159868,122.87790395159868,35.72680219856174,1.0,1.0,True,
a6,2025-11-02,medium,87.22847771511924,104.77428801434549,17.545810299226247,0.20114773017740106,-0.6303898023746797,-0.5251908771532321,2.1247274942346053,True,22.0,False,True,,3,3,104.77428801434549,116.06653786299302,28.838060147873776,0.6084254699954184,0.6084254699954184,True,
a6,2026-01-03,medium,73.34080181358014,95.75349419680572,22.412692383225576,0.3055965005699669,-0.39065319656521375,-0.7713644004721542,0.3546192241472209,True,26.0,False,True,,3,3,95.75349419680572,116.06653786299302,42.72573604941287,0.5245712410268369,0.5245712410268369,True,
a6,2026-02-15,medium,69.57248059136045,84.77159835476492,15.199117763404473,0.21846450829714859,-0.439530738790193,-0.6128309133635546,0.29665552138178064,True,29.0,False,True,,3,3,84.77159835476492,116.06653786299302,46.49405727163257,0.32690452619797317,0.32690452619797317,True,
a6,2026-03-25,medium,73.08876519501375,87.33792814987136,14.24916295485761,0.19495695291661205,-0.2240998424246524,-0.38215276861422964,0.5494393389680956,True,16.0,True,True,,3,3,87.33792814987136,116.06653786299302,42.977772667979266,0.3315472643251705,0.3315472643251705,True,
a7,2024-05-18,medium,83.7828791814044,93.79631175036242,10.013432568958024,0.11951645332308541,-0.4331026900731857,-0.22756173838983326,0.8268206403791493,True,45.0,False,True,,3,3,93.79631175036242,116.06653786299302,32.28365868158862,0.3101703145767889,0.3101703145767889,True,
a7,2024-07-04,medium,86.42640492234757,104.25041491247451,17.82400999012694,0.20623338441696681,-0.27966647774743186,-0.25397424640776783,2.1231535366132994,True,72.0,False,True,,3,3,104.25041491247451,116.06653786299302,29.640132940645444,0.6013471675656662,0.6013471675656662,True,
a7,2024-09-24,medium,88.65862463270038,120.91644861383982,32.25782398113944,0.3638430453300945,-0.48884648910099165,-0.46715481912823115,0.51192243675958,True,41.0,False,True,,3,3,120.91644861383982,120.91644861383982,32.25782398113944,1.0,1.0,True,
a7,2024-11-22,medium,87.9625588027781,104.22381272069482,16.26125391791672,0.1848656307779344,-0.37451321440611096,-0.665287376584768,0.9316020326623067,True,24.0,False,True,,3,3,104.22381272069482,116.06653786299302,28.10397906021491,0.578610376953233,0.578610376953233,True,
a7,2025-01-20,medium,76.66024461979008,79.49338443959432,2.833139819804245,0.03695709339117947,-0.5113207216627721,-0.6291072578919109,0.5362298529138398,True,5.0,False,True,,3,3,79.49338443959432,116.06653786299302,39.40629324320294,0.07189561835514494,0.07189561835514494,True,
a7,2025-02-24,medium,67.20235041740376,95.61470970668431,28.412359289280545,0.42278817798495394,-0.42565423488386755,-0.3614811530046685,0.40851217113814114,True,50.0,True,True,,3,3,95.61470970668431,116.06653786299302,48.86418744558925,0.5814556789861283,0.5814556789861283,True,
a7,2025-04-16,major,83.73703442888734,102.43160849304466,18.694574064157322,0.22325335727089143,-0.25706626052955983,-0.27766929409624763,1.9085015081193675,True,60.0,True,True,,3,3,102.43160849304466,116.06653786299302,32.329503434105675,0.5782511971537329,0.5782511971537329,True,
a7,2025-06-16,medium,97.8434957043816,103.305960335227,5.462464630845403,0.05582859229957771,-0.10291282884509353,-0.23811816322569815,1.2487947084591902,True,28.0,False,True,,3,3,103.305960335227,116.06653786299302,18.22304215861142,0.29975591250355965,0.29975591250355965,True,
a7,2025-09-01,medium,94.05180531420469,99.55717347451814,5.505368160313452,0.05853548628781051,-0.07347380851026283,-0.4641095487844617,0.5914769312989271,True,12.0,False,True,,3,3,99.55717347451814,116.06653786299302,22.01473254878833,0.25007654070348734,0.25007654070348734,True,
a7,2025-10-18,medium,79.42620766379004,100.5639641305705,21.13775646678046,0.26613075316721996,-0.32322458775349666,-0.5999106360993474,0.5977538870383247,False,31.0,False,True,,3,2,100.5639641305705,116.06653786299302,36.64033019920298,0.5768986346973549,0.5768986346973549,True,
a7,2025-12-22,medium,65.20555485556444,68.87660670562316,3.671051850058717,0.0562996796544465,-0.5413954846509453,-0.7162222050025687,0.3900856293992536,True,6.0,False,True,,3,3,68.87660670562316,116.06653786299302,50.86098300742857,0.07217815372389748,0.07217815372389748,True,
a7,2026-02-08,major,40.02349660557743,68.21858674182307,28.195090136245646,0.7044634409157683,-0.497649342799848,-0.6553073963070162,0.271601416349372,True,44.0,True,True,,2,3,68.21858674182307,116.06653786299302,76.04304125741558,0.3707780445129963,0.3707780445129963,True,
a7,2026-03-25,medium,,68.3869161099942,,,-0.35686733043844965,-0.39151990320842295,0.4396098541033127,False,,False,False,insufficient_pre_days,1,3,68.3869161099942,116.06653786299302,,,,False,effect_ineligible;missing_pre_or_post
a8,2024-06-02,medium,115.31482580567167,130.44574238297702,15.130916577305342,0.1312139741927368,0.12989050715810788,0.21048652428159553,2.667183689693299,False,68.0,True,True,,3,2,130.44574238297702,130.44574238297702,15.130916577305342,1.0,1.0,True,
a8,2024-08-10,medium,126.58947293692766,131.55118883459286,4.961715897665201,0.03919532787799299,-0.2297146558841965,-0.27050970201221247,0.9880984937463052,True,22.0,False,True,,3,3,131.55118883459286,131.55118883459286,4.961715897665201,,,False,small_recoverable_space
a8,2024-10-31,medium,87.06371111103951,114.25310937920551,27.189398268166002,0.3122931232909326,-0.39662793395358376,-0.5957409312673398,0.6185332017819967,True,44.0,False,True,,2,3,114.25310937920551,127.20721578222273,40.14350467118322,0.6773050457570973,0.6773050457570973,True,
a8,2025-01-03,medium,85.81054019968008,88.69210791818222,2.88156771850214,0.03358058009886393,-0.7631843932144403,-0.5444733267759334,0.7573519641286772,False,6.0,False,True,,3,2,88.69210791818222,127.20721578222273,41.396675582542656,0.06960867456026644,0.06960867456026644,True,
a8,2025-02-13,medium,70.12555667491164,99.36607369795185,29.240517023040212,0.41697375977482115,-0.5304757474779674,-0.6086840311370979,0.3208441844661985,True,41.0,True,True,,3,3,99.36607369795185,127.20721578222273,57.0816591073111,0.5122576582448187,0.5122576582448187,True,
a8,2025-03-27,medium,82.86533856736429,95.25615389273433,12.390815325370042,0.14952953236650438,-0.3431117628830914,-0.21813887708720106,0.537225822242162,True,39.0,False,True,,3,3,95.25615389273433,127.20721578222273,44.34187721485844,0.2794382219167308,0.2794382219167308,True,
a8,2025-05-13,medium,85.41926618153936,107.5487467228595,22.12948054132015,0.25906896102676574,-0.11460753011387784,-0.1953460373484813,0.6553981071662495,True,53.0,True,True,,3,3,107.5487467228595,127.20721578222273,41.787949600683376,0.5295660771295239,0.5295660771295239,True,
a8,2025-07-06,medium,99.95194536995734,104.55030325665315,4.598357886695808,0.046005686729514536,-0.16476575867163998,-0.026211975735196496,2.0559667746833017,True,22.0,False,True,,3,3,104.55030325665315,127.20721578222273,27.25527041226539,0.16871444741294733,0.16871444741294733,True,
a8,2025-09-08,medium,91.73912044743703,94.20977102156735,2.4706505741303175,0.02693126511438383,-0.5961010262820038,-0.40830847452028557,0.6473566834678229,True,7.0,False,True,,3,3,94.20977102156735,127.20721578222273,35.4680953347857,0.06965839441925717,0.06965839441925717,True,
a8,2025-11-03,medium,63.94422673380591,88.63881555235797,24.694588818552056,0.38618949794096996,-0.36098110733827227,-0.4272749549017329,0.6797361423684992,True,39.0,False,True,,3,3,88.63881555235797,127.20721578222273,63.26298904841682,0.3903481196510118,0.3903481196510118,True,
a8,2025-12-28,medium,64.34980585543086,73.66521211107806,9.315406255647204,0.14476199472264642,-0.5095962979146178,-0.5532383756105601,0.3795889555685267,True,13.0,False,True,,3,3,73.66521211107806,127.20721578222273,62.857409926791874,0.14819901530299412,0.14819901530299412,True,
a8,2026-02-09,medium,49.573801589751604,66.0569464126956,16.48314482294399,0.33249709109158887,-0.49893877371601114,-0.7649136800626462,0.20520431686494112,True,18.0,False,True,,3,3,66.0569464126956,127.20721578222273,77.63341419247112,0.21232023600145264,0.21232023600145264,True,
a8,2026-03-31,medium,45.423469567498564,64.43240977607122,19.00894020857266,0.4184827885136707,-0.23265639785209302,-0.35550912700110054,0.804325382406951,True,10.0,True,True,,3,3,64.43240977607122,127.20721578222273,81.78374621472418,0.2324293161952311,0.2324293161952311,True,
a9,2024-05-30,medium,76.5868713588999,102.35914532337576,25.772273964475858,0.33651033796252533,-0.2519419594297655,-0.020750990929289757,0.9656578748705219,False,63.0,True,True,,3,2,102.35914532337576,116.06653786299302,39.47966650409312,0.6527986745228427,0.6527986745228427,True,
