device_id,event_date,maintenance_type,pre_level_median_3d,post_day1_level,post_level_median_3d,jump_gain,plateau_gain,jump_gain_ratio,plateau_gain_ratio,post_day7_level,post_7d_change,hold_ratio_7d,upper_recovery_ratio,eligible_jump,eligible_plateau,eligible_post_decay,ineligible_reason
a9,2026-02-23,medium,48.075061664106556,76.7865975464778,76.40227114147746,28.711535882371237,28.3272094773709,0.5972230692697713,0.5892287705274094,,,,0.7295103010539026,True,True,False,post_1_7_valid_days_lt_3
a9,2026-04-01,major,68.42481496117199,,86.8373813969229,,,,,84.5261312458208,,0.8744743075786312,0.8291476588215039,False,False,True,post_day1_missing|post_1_3_valid_days_lt_2
a10,2024-05-25,medium,119.260266857248,141.6506116546025,141.6506116546025,22.3903447973545,22.3903447973545,0.18774354097459187,0.18774354097459187,141.3923427725175,-0.258268882084991,0.9884651672664055,1.0213742545203364,True,True,True,
a10,2024-07-25,major,138.4274623382755,145.234025833258,145.42729217895447,6.806563494982498,6.999829840678984,0.0491706152811592,0.05056677137931984,146.06595735727598,0.831931524017989,1.0912401005250083,1.0486060766075382,True,True,True,
a10,2024-10-01,medium,124.759991895217,126.9871527218385,126.829030764605,2.2271608266214997,2.0690388693879953,0.017851562770956574,0.016584153605313894,124.23405804732201,-2.7530946745164897,-0.25419234779796906,0.914502981918654,True,True,True,
a10,2024-11-20,medium,97.3491552544051,101.283844895733,100.789463712952,3.9346896413278927,3.4403084585468946,0.04041832341580433,0.03533989020815071,97.8161156501573,-3.467729245575697,0.13573213023736505,0.7267442205921177,True,True,True,
a10,2025-01-18,medium,68.2346120550131,96.16126169596275,95.4294426215316,27.92664964094965,27.194830566518505,0.4092739564260176,0.3985489145097373,92.4912497626292,-3.670011933333555,0.8919576699801237,0.6880956931871539,True,True,True,
a10,2025-02-24,medium,75.5131595224285,93.9158788486118,93.1524829089444,18.402719326183302,17.639323386515912,0.24370214996390702,0.2335927075237367,91.43980805025825,-2.476070798353547,0.9029058642920861,0.6716776346849616,True,True,True,
a10,2025-04-11,major,80.8824506127193,95.4631900988347,95.2036491142809,14.580739486115405,14.32119850156161,0.1802707432287232,0.17706187674918827,94.12378546547666,-1.3394046333580434,0.9245968381287014,0.6864676050874989,True,True,True,
a10,2025-06-05,medium,83.7301424502668,102.239251167637,102.121666972003,18.509108717370196,18.3915245217362,0.22105669685638066,0.2196523734885584,102.452012361261,0.21276119362400436,1.0179618274095537,0.7363500958840693,True,True,True,
a10,2025-08-19,medium,96.4974428846984,101.9192873119695,101.06230884371,5.421844427271097,4.564865959011598,0.05618640520608903,0.047305563987493485,100.785330430236,-1.1339568817334964,0.9393238671275311,0.7287115752598615,True,True,True,
