device_id,segment_id,start_date,end_date,length_days,start_level,end_level,drop,decay_rate,month,period_stage,eligible_pure_decay,ineligible_reason
a9,18,2025-09-16,2025-10-18,32,103.5620789132515,85.1741246064778,-18.387954306773693,-0.5746235720866779,9,late,True,
a9,19,2025-10-20,2025-11-12,23,83.25275746051135,71.5611677647569,-11.691589695754445,-0.5083299867719324,10,late,True,
a9,20,2025-11-20,2025-12-09,19,88.1950756566569,75.84376129337474,-12.351314363282157,-0.6500691770148503,11,late,True,
a9,21,2025-12-11,2026-01-05,25,75.72967200046016,59.2216716803239,-16.508000320136254,-0.6603200128054502,12,late,True,
a9,22,2026-01-13,2026-01-28,15,67.8211310797212,62.054712469362755,-5.766418610358443,-0.38442790735722954,1,late,True,
a9,23,2026-01-30,2026-02-19,20,60.98437661031685,49.35643119326415,-11.6279454170527,-0.581397270852635,1,late,True,
a9,24,2026-03-03,2026-03-10,7,74.11358930964435,71.84752984550585,-2.2660594641385075,-0.32372278059121534,3,late,True,
a9,25,2026-03-12,2026-03-25,13,72.94441696210436,70.16215188501884,-2.782265077085512,-0.21402039054503938,3,late,True,
a9,26,2026-04-06,2026-04-10,4,86.30124089316415,85.09798034716235,-1.2032605460018004,-0.3008151365004501,4,late,True,
a10,1,2024-04-09,2024-04-29,20,127.590979592574,122.165968241701,-5.425011350873007,-0.27125056754365034,4,early,True,
a10,2,2024-05-14,2024-05-21,7,121.12423998863099,119.777549909682,-1.3466900789489955,-0.19238429699271364,5,early,True,
a10,3,2024-06-03,2024-07-21,48,141.296638979418,137.0536587788325,-4.242980200585492,-0.08839542084553109,6,early,True,
a10,4,2024-07-31,2024-08-15,15,143.84428320532402,144.1650032633195,0.3207200579954872,,7,early,False,non_continuous_dates
a10,5,2024-08-18,2024-09-01,14,144.31971634605452,140.400252935117,-3.91946341093751,-0.27996167220982215,8,early,True,
a10,6,2024-09-03,2024-09-27,24,139.611755737708,125.95056837330401,-13.661187364403986,-0.5692161401834994,9,early,True,
a10,7,2024-10-05,2024-11-12,38,125.230833116683,99.5016728518326,-25.729160264850407,-0.6770831648644844,10,early,True,
a10,8,2024-11-24,2025-01-14,51,98.64754501121365,69.3153196546269,-29.332225356586747,-0.5751416736585636,11,early,True,
a10,9,2025-01-22,2025-01-30,8,93.75422278709786,89.5900383120056,-4.164184475092256,-0.520523059386532,1,early,True,
a10,10,2025-02-03,2025-02-20,17,89.2635181549514,76.5691037400923,-12.694414414859096,-0.7467302596975939,2,early,True,
a10,11,2025-03-03,2025-03-31,28,91.43980805025825,83.04553420721274,-8.39427384304551,-0.29979549439448255,3,early,True,
a10,12,2025-04-15,2025-06-01,47,95.1461427951423,82.1152636649921,-13.030879130150197,-0.27725274745000417,4,late,True,
a10,13,2025-06-09,2025-08-15,67,103.141908895622,97.0026696644043,-6.139239231217701,-0.09163043628683136,6,late,True,
a10,14,2025-08-23,2025-09-19,27,101.151176012577,89.3546478494148,-11.796528163162193,-0.43690845048748866,8,late,True,
a10,15,2025-09-21,2025-10-28,37,87.61031606218705,64.99334354137434,-22.61697252081271,-0.6112695275895327,9,late,True,
a10,16,2025-11-05,2025-12-22,47,76.2791881892182,41.674652199386244,-34.60453598983196,-0.736266723187914,11,late,True,
a10,17,2026-01-05,2026-02-04,30,47.8444104609371,31.25889379236625,-16.585516668570847,-0.5528505556190282,1,late,True,
a10,18,2026-02-17,2026-02-27,10,45.6036876518474,37.733888351713546,-7.869799300133856,-0.7869799300133856,2,late,True,
a10,19,2026-03-01,2026-03-22,21,37.0718009433945,29.599058878466202,-7.472742064928298,-0.3558448602346808,3,late,True,
a10,20,2026-03-30,2026-04-11,12,52.77939480702225,49.96879753632175,-2.810597270700498,-0.2342164392250415,3,late,True,
