model_name,mae,rmse,mape,post_maintenance_7d_mae,rolling365_mae,n_validation_samples
baseline_season_trend,12.190142343438788,14.964227258145591,0.20737035723209218,9.366175144644656,2.0862595804789947,1533
fixed_gain_baseline,9.116254167251233,11.147084543804016,0.14285016322427405,10.820964753624198,1.2988209440382645,1533
recovery_ratio_main,10.684833067498115,12.887928055721751,0.18173413278040024,11.394530768278026,1.4551041849418065,1533
