model_name,hmax_scenario,device_id,future_event_index,date,maintenance_type,rule_type,rho_used_source,service_cap_scenario,year
fixed_gain_baseline_hmax_optimistic,optimistic,a8,6,2027-01-19,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2027
fixed_gain_baseline_hmax_optimistic,optimistic,a8,7,2027-03-06,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2027
fixed_gain_baseline_hmax_optimistic,optimistic,a8,8,2027-04-29,medium,triggered_medium_time,fixed_gain_model,neutral,2027
fixed_gain_baseline_hmax_optimistic,optimistic,a8,9,2027-06-22,medium,triggered_medium_time,fixed_gain_model,neutral,2027
fixed_gain_baseline_hmax_optimistic,optimistic,a8,10,2027-08-15,medium,triggered_medium_time,fixed_gain_model,neutral,2027
fixed_gain_baseline_hmax_optimistic,optimistic,a8,11,2027-09-30,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2027
fixed_gain_baseline_hmax_optimistic,optimistic,a8,12,2027-11-15,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2027
recovery_ratio_main_hmax_optimistic,optimistic,a8,1,2026-05-24,medium,triggered_medium_time,global_rho,neutral,2026
recovery_ratio_main_hmax_optimistic,optimistic,a8,2,2026-07-17,medium,triggered_medium_time,global_rho,neutral,2026
recovery_ratio_main_hmax_optimistic,optimistic,a8,3,2026-09-03,medium,triggered_medium_decline_speed,global_rho,neutral,2026
recovery_ratio_main_hmax_optimistic,optimistic,a8,4,2026-10-19,medium,triggered_medium_decline_speed,global_rho,neutral,2026
recovery_ratio_main_hmax_optimistic,optimistic,a8,5,2026-12-04,medium,triggered_medium_decline_speed,global_rho,neutral,2026
recovery_ratio_main_hmax_optimistic,optimistic,a8,6,2027-01-19,medium,triggered_medium_decline_speed,global_rho,neutral,2027
recovery_ratio_main_hmax_optimistic,optimistic,a8,7,2027-03-06,medium,triggered_medium_decline_speed,global_rho,neutral,2027
recovery_ratio_main_hmax_optimistic,optimistic,a8,8,2027-04-29,medium,triggered_medium_time,global_rho,neutral,2027
recovery_ratio_main_hmax_optimistic,optimistic,a8,9,2027-06-22,medium,triggered_medium_time,global_rho,neutral,2027
recovery_ratio_main_hmax_optimistic,optimistic,a8,10,2027-08-15,medium,triggered_medium_time,global_rho,neutral,2027
recovery_ratio_main_hmax_optimistic,optimistic,a8,11,2027-09-30,medium,triggered_medium_decline_speed,global_rho,neutral,2027
recovery_ratio_main_hmax_optimistic,optimistic,a8,12,2027-11-15,medium,triggered_medium_decline_speed,global_rho,neutral,2027
recovery_ratio_main_hmax_optimistic,optimistic,a8,13,2027-12-31,medium,triggered_medium_decline_speed,global_rho,neutral,2027
recovery_ratio_main_hmax_optimistic,optimistic,a8,14,2028-02-15,medium,triggered_medium_decline_speed,global_rho,neutral,2028
recovery_ratio_main_hmax_optimistic,optimistic,a8,15,2028-04-09,medium,triggered_medium_time,global_rho,neutral,2028
recovery_ratio_main_hmax_optimistic,optimistic,a8,16,2028-06-02,medium,triggered_medium_time,global_rho,neutral,2028
fixed_gain_baseline_hmax_pessimistic,pessimistic,a8,1,2026-05-24,medium,triggered_medium_time,fixed_gain_model,neutral,2026
fixed_gain_baseline_hmax_pessimistic,pessimistic,a8,2,2026-07-17,medium,triggered_medium_time,fixed_gain_model,neutral,2026
fixed_gain_baseline_hmax_pessimistic,pessimistic,a8,3,2026-09-03,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2026
fixed_gain_baseline_hmax_pessimistic,pessimistic,a8,4,2026-10-19,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2026
fixed_gain_baseline_hmax_pessimistic,pessimistic,a8,5,2026-12-04,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2026
fixed_gain_baseline_hmax_pessimistic,pessimistic,a8,6,2027-01-19,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2027
fixed_gain_baseline_hmax_pessimistic,pessimistic,a8,7,2027-03-06,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2027
fixed_gain_baseline_hmax_pessimistic,pessimistic,a8,8,2027-04-29,medium,triggered_medium_time,fixed_gain_model,neutral,2027
fixed_gain_baseline_hmax_pessimistic,pessimistic,a8,9,2027-06-22,medium,triggered_medium_time,fixed_gain_model,neutral,2027
recovery_ratio_main_hmax_pessimistic,pessimistic,a8,1,2026-05-24,medium,triggered_medium_time,global_rho,neutral,2026
recovery_ratio_main_hmax_pessimistic,pessimistic,a8,2,2026-07-17,medium,triggered_medium_time,global_rho,neutral,2026
recovery_ratio_main_hmax_pessimistic,pessimistic,a8,3,2026-09-03,medium,triggered_medium_decline_speed,global_rho,neutral,2026
recovery_ratio_main_hmax_pessimistic,pessimistic,a8,4,2026-10-19,medium,triggered_medium_decline_speed,global_rho,neutral,2026
recovery_ratio_main_hmax_pessimistic,pessimistic,a8,5,2026-12-04,medium,triggered_medium_decline_speed,global_rho,neutral,2026
recovery_ratio_main_hmax_pessimistic,pessimistic,a8,6,2027-01-19,medium,triggered_medium_decline_speed,global_rho,neutral,2027
recovery_ratio_main_hmax_pessimistic,pessimistic,a8,7,2027-03-06,medium,triggered_medium_decline_speed,global_rho,neutral,2027
recovery_ratio_main_hmax_pessimistic,pessimistic,a8,8,2027-04-29,medium,triggered_medium_time,global_rho,neutral,2027
recovery_ratio_main_hmax_pessimistic,pessimistic,a8,9,2027-06-22,medium,triggered_medium_time,global_rho,neutral,2027
fixed_gain_baseline_major_sensitivity,neutral,a8,1,2026-05-24,medium,triggered_medium_time,fixed_gain_model,neutral,2026
fixed_gain_baseline_major_sensitivity,neutral,a8,2,2026-07-17,medium,triggered_medium_time,fixed_gain_model,neutral,2026
fixed_gain_baseline_major_sensitivity,neutral,a8,3,2026-09-03,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2026
fixed_gain_baseline_major_sensitivity,neutral,a8,4,2026-10-19,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2026
fixed_gain_baseline_major_sensitivity,neutral,a8,5,2026-12-04,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2026
fixed_gain_baseline_major_sensitivity,neutral,a8,6,2027-01-19,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2027
fixed_gain_baseline_major_sensitivity,neutral,a8,7,2027-03-06,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2027
recovery_ratio_main_major_sensitivity,neutral,a8,1,2026-05-24,medium,triggered_medium_time,global_rho,neutral,2026
recovery_ratio_main_major_sensitivity,neutral,a8,2,2026-07-17,medium,triggered_medium_time,global_rho,neutral,2026
recovery_ratio_main_major_sensitivity,neutral,a8,3,2026-09-03,medium,triggered_medium_decline_speed,global_rho,neutral,2026
recovery_ratio_main_major_sensitivity,neutral,a8,4,2026-10-19,medium,triggered_medium_decline_speed,global_rho,neutral,2026
recovery_ratio_main_major_sensitivity,neutral,a8,5,2026-12-04,medium,triggered_medium_decline_speed,global_rho,neutral,2026
recovery_ratio_main_major_sensitivity,neutral,a8,6,2027-01-19,medium,triggered_medium_decline_speed,global_rho,neutral,2027
recovery_ratio_main_major_sensitivity,neutral,a8,7,2027-03-06,medium,triggered_medium_decline_speed,global_rho,neutral,2027
fixed_gain_baseline,neutral,a9,1,2026-06-02,medium,triggered_medium_time,fixed_gain_model,neutral,2026
fixed_gain_baseline,neutral,a9,2,2026-08-03,medium,triggered_medium_time,fixed_gain_model,neutral,2026
fixed_gain_baseline,neutral,a9,3,2026-10-04,medium,triggered_medium_time,fixed_gain_model,neutral,2026
fixed_gain_baseline,neutral,a9,4,2026-12-05,medium,triggered_medium_time,fixed_gain_model,neutral,2026
fixed_gain_baseline,neutral,a9,5,2027-02-05,medium,triggered_medium_time,fixed_gain_model,neutral,2027
recovery_ratio_main,neutral,a9,1,2026-06-02,medium,triggered_medium_time,global_rho,neutral,2026
recovery_ratio_main,neutral,a9,2,2026-08-03,medium,triggered_medium_time,global_rho,neutral,2026
recovery_ratio_main,neutral,a9,3,2026-10-04,medium,triggered_medium_time,global_rho,neutral,2026
recovery_ratio_main,neutral,a9,4,2026-12-05,medium,triggered_medium_time,global_rho,neutral,2026
recovery_ratio_main,neutral,a9,5,2027-02-05,medium,triggered_medium_time,global_rho,neutral,2027
fixed_gain_baseline_hmax_optimistic,optimistic,a9,1,2026-06-02,medium,triggered_medium_time,fixed_gain_model,neutral,2026
fixed_gain_baseline_hmax_optimistic,optimistic,a9,2,2026-08-03,medium,triggered_medium_time,fixed_gain_model,neutral,2026
fixed_gain_baseline_hmax_optimistic,optimistic,a9,3,2026-10-04,medium,triggered_medium_time,fixed_gain_model,neutral,2026
fixed_gain_baseline_hmax_optimistic,optimistic,a9,4,2026-12-05,medium,triggered_medium_time,fixed_gain_model,neutral,2026
fixed_gain_baseline_hmax_optimistic,optimistic,a9,5,2027-02-05,medium,triggered_medium_time,fixed_gain_model,neutral,2027
recovery_ratio_main_hmax_optimistic,optimistic,a9,1,2026-06-02,medium,triggered_medium_time,global_rho,neutral,2026
recovery_ratio_main_hmax_optimistic,optimistic,a9,2,2026-08-03,medium,triggered_medium_time,global_rho,neutral,2026
recovery_ratio_main_hmax_optimistic,optimistic,a9,3,2026-10-04,medium,triggered_medium_time,global_rho,neutral,2026
recovery_ratio_main_hmax_optimistic,optimistic,a9,4,2026-12-05,medium,triggered_medium_time,global_rho,neutral,2026
recovery_ratio_main_hmax_optimistic,optimistic,a9,5,2027-02-05,medium,triggered_medium_time,global_rho,neutral,2027
fixed_gain_baseline_hmax_pessimistic,pessimistic,a9,1,2026-06-02,medium,triggered_medium_time,fixed_gain_model,neutral,2026
fixed_gain_baseline_hmax_pessimistic,pessimistic,a9,2,2026-08-03,medium,triggered_medium_time,fixed_gain_model,neutral,2026
fixed_gain_baseline_hmax_pessimistic,pessimistic,a9,3,2026-10-04,medium,triggered_medium_time,fixed_gain_model,neutral,2026
fixed_gain_baseline_hmax_pessimistic,pessimistic,a9,4,2026-12-05,medium,triggered_medium_time,fixed_gain_model,neutral,2026
fixed_gain_baseline_hmax_pessimistic,pessimistic,a9,5,2027-02-05,medium,triggered_medium_time,fixed_gain_model,neutral,2027
recovery_ratio_main_hmax_pessimistic,pessimistic,a9,1,2026-06-02,medium,triggered_medium_time,global_rho,neutral,2026
recovery_ratio_main_hmax_pessimistic,pessimistic,a9,2,2026-08-03,medium,triggered_medium_time,global_rho,neutral,2026
recovery_ratio_main_hmax_pessimistic,pessimistic,a9,3,2026-10-04,medium,triggered_medium_time,global_rho,neutral,2026
recovery_ratio_main_hmax_pessimistic,pessimistic,a9,4,2026-12-05,medium,triggered_medium_time,global_rho,neutral,2026
recovery_ratio_main_hmax_pessimistic,pessimistic,a9,5,2027-02-05,medium,triggered_medium_time,global_rho,neutral,2027
fixed_gain_baseline_major_sensitivity,neutral,a9,1,2026-06-02,medium,triggered_medium_time,fixed_gain_model,neutral,2026
fixed_gain_baseline_major_sensitivity,neutral,a9,2,2026-08-03,medium,triggered_medium_time,fixed_gain_model,neutral,2026
fixed_gain_baseline_major_sensitivity,neutral,a9,3,2026-10-04,medium,triggered_medium_time,fixed_gain_model,neutral,2026
fixed_gain_baseline_major_sensitivity,neutral,a9,4,2026-12-05,medium,triggered_medium_time,fixed_gain_model,neutral,2026
fixed_gain_baseline_major_sensitivity,neutral,a9,5,2027-02-05,medium,triggered_medium_time,fixed_gain_model,neutral,2027
recovery_ratio_main_major_sensitivity,neutral,a9,1,2026-06-02,medium,triggered_medium_time,global_rho,neutral,2026
recovery_ratio_main_major_sensitivity,neutral,a9,2,2026-08-03,medium,triggered_medium_time,global_rho,neutral,2026
recovery_ratio_main_major_sensitivity,neutral,a9,3,2026-10-04,medium,triggered_medium_time,global_rho,neutral,2026
recovery_ratio_main_major_sensitivity,neutral,a9,4,2026-12-05,medium,triggered_medium_time,global_rho,neutral,2026
recovery_ratio_main_major_sensitivity,neutral,a9,5,2027-02-05,medium,triggered_medium_time,global_rho,neutral,2027
fixed_gain_baseline,neutral,a10,1,2026-06-08,medium,triggered_medium_time,fixed_gain_model,neutral,2026
fixed_gain_baseline,neutral,a10,2,2026-08-21,medium,triggered_medium_time,fixed_gain_model,neutral,2026
recovery_ratio_main,neutral,a10,1,2026-06-08,medium,triggered_medium_time,device_rho,neutral,2026
recovery_ratio_main,neutral,a10,2,2026-08-21,medium,triggered_medium_time,device_rho,neutral,2026
fixed_gain_baseline_hmax_optimistic,optimistic,a10,1,2026-06-08,medium,triggered_medium_time,fixed_gain_model,neutral,2026
fixed_gain_baseline_hmax_optimistic,optimistic,a10,2,2026-08-21,medium,triggered_medium_time,fixed_gain_model,neutral,2026
recovery_ratio_main_hmax_optimistic,optimistic,a10,1,2026-06-08,medium,triggered_medium_time,device_rho,neutral,2026
recovery_ratio_main_hmax_optimistic,optimistic,a10,2,2026-08-21,medium,triggered_medium_time,device_rho,neutral,2026
fixed_gain_baseline_hmax_pessimistic,pessimistic,a10,1,2026-06-08,medium,triggered_medium_time,fixed_gain_model,neutral,2026
fixed_gain_baseline_hmax_pessimistic,pessimistic,a10,2,2026-08-21,medium,triggered_medium_time,fixed_gain_model,neutral,2026
recovery_ratio_main_hmax_pessimistic,pessimistic,a10,1,2026-06-08,medium,triggered_medium_time,device_rho,neutral,2026
recovery_ratio_main_hmax_pessimistic,pessimistic,a10,2,2026-08-21,medium,triggered_medium_time,device_rho,neutral,2026
fixed_gain_baseline_major_sensitivity,neutral,a10,1,2026-06-08,medium,triggered_medium_time,fixed_gain_model,neutral,2026
fixed_gain_baseline_major_sensitivity,neutral,a10,2,2026-08-21,medium,triggered_medium_time,fixed_gain_model,neutral,2026
recovery_ratio_main_major_sensitivity,neutral,a10,1,2026-06-08,medium,triggered_medium_time,device_rho,neutral,2026
recovery_ratio_main_major_sensitivity,neutral,a10,2,2026-08-21,medium,triggered_medium_time,device_rho,neutral,2026
