model_name,hmax_scenario,device_id,future_event_index,date,maintenance_type,rule_type,rho_used_source,service_cap_scenario,year
recovery_ratio_main_hmax_pessimistic,pessimistic,a4,1,2026-05-08,medium,triggered_medium_time,device_rho,neutral,2026
recovery_ratio_main_hmax_pessimistic,pessimistic,a4,2,2026-07-04,medium,triggered_medium_time,device_rho,neutral,2026
recovery_ratio_main_hmax_pessimistic,pessimistic,a4,3,2026-08-30,medium,triggered_medium_time,device_rho,neutral,2026
recovery_ratio_main_hmax_pessimistic,pessimistic,a4,4,2026-10-18,medium,triggered_medium_decline_speed,device_rho,neutral,2026
recovery_ratio_main_hmax_pessimistic,pessimistic,a4,5,2026-12-06,medium,triggered_medium_decline_speed,device_rho,neutral,2026
recovery_ratio_main_hmax_pessimistic,pessimistic,a4,6,2027-01-24,medium,triggered_medium_decline_speed,device_rho,neutral,2027
recovery_ratio_main_hmax_pessimistic,pessimistic,a4,7,2027-03-22,medium,triggered_medium_time,device_rho,neutral,2027
recovery_ratio_main_hmax_pessimistic,pessimistic,a4,8,2027-05-18,medium,triggered_medium_time,device_rho,neutral,2027
recovery_ratio_main_hmax_pessimistic,pessimistic,a4,9,2027-07-14,medium,triggered_medium_time,device_rho,neutral,2027
recovery_ratio_main_hmax_pessimistic,pessimistic,a4,10,2027-09-09,medium,triggered_medium_time,device_rho,neutral,2027
recovery_ratio_main_hmax_pessimistic,pessimistic,a4,11,2027-10-28,medium,triggered_medium_decline_speed,device_rho,neutral,2027
recovery_ratio_main_hmax_pessimistic,pessimistic,a4,12,2027-12-16,medium,triggered_medium_decline_speed,device_rho,neutral,2027
recovery_ratio_main_hmax_pessimistic,pessimistic,a4,13,2028-02-03,medium,triggered_medium_decline_speed,device_rho,neutral,2028
recovery_ratio_main_hmax_pessimistic,pessimistic,a4,14,2028-03-31,medium,triggered_medium_time,device_rho,neutral,2028
recovery_ratio_main_hmax_pessimistic,pessimistic,a4,15,2028-05-27,medium,triggered_medium_time,device_rho,neutral,2028
recovery_ratio_main_hmax_pessimistic,pessimistic,a4,16,2028-07-23,medium,triggered_medium_time,device_rho,neutral,2028
recovery_ratio_main_hmax_pessimistic,pessimistic,a4,17,2028-09-13,medium,triggered_medium_decline_speed,device_rho,neutral,2028
recovery_ratio_main_hmax_pessimistic,pessimistic,a4,18,2028-11-01,medium,triggered_medium_decline_speed,device_rho,neutral,2028
recovery_ratio_main_hmax_pessimistic,pessimistic,a4,19,2028-12-20,medium,triggered_medium_decline_speed,device_rho,neutral,2028
recovery_ratio_main_hmax_pessimistic,pessimistic,a4,20,2029-02-15,medium,triggered_medium_time,device_rho,neutral,2029
recovery_ratio_main_hmax_pessimistic,pessimistic,a4,21,2029-04-13,medium,triggered_medium_time,device_rho,neutral,2029
recovery_ratio_main_hmax_pessimistic,pessimistic,a4,22,2029-06-09,medium,triggered_medium_time,device_rho,neutral,2029
recovery_ratio_main_hmax_pessimistic,pessimistic,a4,23,2029-08-05,medium,triggered_medium_time,device_rho,neutral,2029
recovery_ratio_main_hmax_pessimistic,pessimistic,a4,24,2029-09-23,medium,triggered_medium_decline_speed,device_rho,neutral,2029
recovery_ratio_main_hmax_pessimistic,pessimistic,a4,25,2029-11-11,medium,triggered_medium_decline_speed,device_rho,neutral,2029
recovery_ratio_main_hmax_pessimistic,pessimistic,a4,26,2029-12-30,medium,triggered_medium_decline_speed,device_rho,neutral,2029
recovery_ratio_main_hmax_pessimistic,pessimistic,a4,27,2030-02-25,medium,triggered_medium_time,device_rho,neutral,2030
recovery_ratio_main_hmax_pessimistic,pessimistic,a4,28,2030-04-23,medium,triggered_medium_time,device_rho,neutral,2030
recovery_ratio_main_hmax_pessimistic,pessimistic,a4,29,2030-06-19,medium,triggered_medium_time,device_rho,neutral,2030
recovery_ratio_main_hmax_pessimistic,pessimistic,a4,30,2030-08-15,medium,triggered_medium_time,device_rho,neutral,2030
recovery_ratio_main_hmax_pessimistic,pessimistic,a4,31,2030-10-03,medium,triggered_medium_decline_speed,device_rho,neutral,2030
recovery_ratio_main_hmax_pessimistic,pessimistic,a4,32,2030-11-21,medium,triggered_medium_decline_speed,device_rho,neutral,2030
fixed_gain_baseline_major_sensitivity,neutral,a4,1,2026-05-08,medium,triggered_medium_time,fixed_gain_model,neutral,2026
fixed_gain_baseline_major_sensitivity,neutral,a4,2,2026-07-04,medium,triggered_medium_time,fixed_gain_model,neutral,2026
fixed_gain_baseline_major_sensitivity,neutral,a4,3,2026-08-30,medium,triggered_medium_time,fixed_gain_model,neutral,2026
fixed_gain_baseline_major_sensitivity,neutral,a4,4,2026-10-18,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2026
fixed_gain_baseline_major_sensitivity,neutral,a4,5,2026-12-06,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2026
fixed_gain_baseline_major_sensitivity,neutral,a4,6,2027-01-24,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2027
fixed_gain_baseline_major_sensitivity,neutral,a4,7,2027-03-22,medium,triggered_medium_time,fixed_gain_model,neutral,2027
recovery_ratio_main_major_sensitivity,neutral,a4,1,2026-05-08,medium,triggered_medium_time,device_rho,neutral,2026
recovery_ratio_main_major_sensitivity,neutral,a4,2,2026-07-04,medium,triggered_medium_time,device_rho,neutral,2026
recovery_ratio_main_major_sensitivity,neutral,a4,3,2026-08-30,medium,triggered_medium_time,device_rho,neutral,2026
recovery_ratio_main_major_sensitivity,neutral,a4,4,2026-10-18,medium,triggered_medium_decline_speed,device_rho,neutral,2026
recovery_ratio_main_major_sensitivity,neutral,a4,5,2026-12-06,medium,triggered_medium_decline_speed,device_rho,neutral,2026
recovery_ratio_main_major_sensitivity,neutral,a4,6,2027-01-24,medium,triggered_medium_decline_speed,device_rho,neutral,2027
recovery_ratio_main_major_sensitivity,neutral,a4,7,2027-03-22,medium,triggered_medium_time,device_rho,neutral,2027
fixed_gain_baseline,neutral,a5,1,2026-06-02,medium,triggered_medium_time,fixed_gain_model,neutral,2026
fixed_gain_baseline,neutral,a5,2,2026-08-01,medium,triggered_medium_time,fixed_gain_model,neutral,2026
fixed_gain_baseline,neutral,a5,3,2026-09-19,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2026
fixed_gain_baseline,neutral,a5,4,2026-11-07,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2026
fixed_gain_baseline,neutral,a5,5,2026-12-26,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2026
fixed_gain_baseline,neutral,a5,6,2027-02-13,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2027
fixed_gain_baseline,neutral,a5,7,2027-04-14,medium,triggered_medium_time,fixed_gain_model,neutral,2027
fixed_gain_baseline,neutral,a5,8,2027-06-13,medium,triggered_medium_time,fixed_gain_model,neutral,2027
fixed_gain_baseline,neutral,a5,9,2027-08-12,medium,triggered_medium_time,fixed_gain_model,neutral,2027
fixed_gain_baseline,neutral,a5,10,2027-09-30,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2027
fixed_gain_baseline,neutral,a5,11,2027-11-18,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2027
fixed_gain_baseline,neutral,a5,12,2028-01-06,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2028
fixed_gain_baseline,neutral,a5,13,2028-02-24,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2028
fixed_gain_baseline,neutral,a5,14,2028-04-24,medium,triggered_medium_time,fixed_gain_model,neutral,2028
fixed_gain_baseline,neutral,a5,15,2028-06-23,medium,triggered_medium_time,fixed_gain_model,neutral,2028
fixed_gain_baseline,neutral,a5,16,2028-08-15,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2028
recovery_ratio_main,neutral,a5,1,2026-06-02,medium,triggered_medium_time,device_rho,neutral,2026
recovery_ratio_main,neutral,a5,2,2026-08-01,medium,triggered_medium_time,device_rho,neutral,2026
recovery_ratio_main,neutral,a5,3,2026-09-19,medium,triggered_medium_decline_speed,device_rho,neutral,2026
recovery_ratio_main,neutral,a5,4,2026-11-07,medium,triggered_medium_decline_speed,device_rho,neutral,2026
recovery_ratio_main,neutral,a5,5,2026-12-26,medium,triggered_medium_decline_speed,device_rho,neutral,2026
recovery_ratio_main,neutral,a5,6,2027-02-13,medium,triggered_medium_decline_speed,device_rho,neutral,2027
recovery_ratio_main,neutral,a5,7,2027-04-14,medium,triggered_medium_time,device_rho,neutral,2027
recovery_ratio_main,neutral,a5,8,2027-06-13,medium,triggered_medium_time,device_rho,neutral,2027
recovery_ratio_main,neutral,a5,9,2027-08-12,medium,triggered_medium_time,device_rho,neutral,2027
recovery_ratio_main,neutral,a5,10,2027-09-30,medium,triggered_medium_decline_speed,device_rho,neutral,2027
recovery_ratio_main,neutral,a5,11,2027-11-18,medium,triggered_medium_decline_speed,device_rho,neutral,2027
recovery_ratio_main,neutral,a5,12,2028-01-06,medium,triggered_medium_decline_speed,device_rho,neutral,2028
recovery_ratio_main,neutral,a5,13,2028-02-24,medium,triggered_medium_decline_speed,device_rho,neutral,2028
fixed_gain_baseline_hmax_optimistic,optimistic,a5,1,2026-06-02,medium,triggered_medium_time,fixed_gain_model,neutral,2026
fixed_gain_baseline_hmax_optimistic,optimistic,a5,2,2026-08-01,medium,triggered_medium_time,fixed_gain_model,neutral,2026
fixed_gain_baseline_hmax_optimistic,optimistic,a5,3,2026-09-19,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2026
fixed_gain_baseline_hmax_optimistic,optimistic,a5,4,2026-11-07,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2026
fixed_gain_baseline_hmax_optimistic,optimistic,a5,5,2026-12-26,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2026
fixed_gain_baseline_hmax_optimistic,optimistic,a5,6,2027-02-13,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2027
fixed_gain_baseline_hmax_optimistic,optimistic,a5,7,2027-04-14,medium,triggered_medium_time,fixed_gain_model,neutral,2027
fixed_gain_baseline_hmax_optimistic,optimistic,a5,8,2027-06-13,medium,triggered_medium_time,fixed_gain_model,neutral,2027
fixed_gain_baseline_hmax_optimistic,optimistic,a5,9,2027-08-12,medium,triggered_medium_time,fixed_gain_model,neutral,2027
fixed_gain_baseline_hmax_optimistic,optimistic,a5,10,2027-09-30,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2027
fixed_gain_baseline_hmax_optimistic,optimistic,a5,11,2027-11-18,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2027
fixed_gain_baseline_hmax_optimistic,optimistic,a5,12,2028-01-06,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2028
fixed_gain_baseline_hmax_optimistic,optimistic,a5,13,2028-02-24,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2028
fixed_gain_baseline_hmax_optimistic,optimistic,a5,14,2028-04-24,medium,triggered_medium_time,fixed_gain_model,neutral,2028
fixed_gain_baseline_hmax_optimistic,optimistic,a5,15,2028-06-23,medium,triggered_medium_time,fixed_gain_model,neutral,2028
fixed_gain_baseline_hmax_optimistic,optimistic,a5,16,2028-08-15,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2028
fixed_gain_baseline_hmax_optimistic,optimistic,a5,17,2028-10-03,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2028
fixed_gain_baseline_hmax_optimistic,optimistic,a5,18,2028-11-21,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2028
fixed_gain_baseline_hmax_optimistic,optimistic,a5,19,2029-01-09,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2029
fixed_gain_baseline_hmax_optimistic,optimistic,a5,20,2029-02-27,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2029
fixed_gain_baseline_hmax_optimistic,optimistic,a5,21,2029-04-28,medium,triggered_medium_time,fixed_gain_model,neutral,2029
fixed_gain_baseline_hmax_optimistic,optimistic,a5,22,2029-06-27,medium,triggered_medium_time,fixed_gain_model,neutral,2029
fixed_gain_baseline_hmax_optimistic,optimistic,a5,23,2029-08-15,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2029
fixed_gain_baseline_hmax_optimistic,optimistic,a5,24,2029-10-03,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2029
recovery_ratio_main_hmax_optimistic,optimistic,a5,1,2026-06-02,medium,triggered_medium_time,device_rho,neutral,2026
recovery_ratio_main_hmax_optimistic,optimistic,a5,2,2026-08-01,medium,triggered_medium_time,device_rho,neutral,2026
recovery_ratio_main_hmax_optimistic,optimistic,a5,3,2026-09-19,medium,triggered_medium_decline_speed,device_rho,neutral,2026
recovery_ratio_main_hmax_optimistic,optimistic,a5,4,2026-11-07,medium,triggered_medium_decline_speed,device_rho,neutral,2026
recovery_ratio_main_hmax_optimistic,optimistic,a5,5,2026-12-26,medium,triggered_medium_decline_speed,device_rho,neutral,2026
recovery_ratio_main_hmax_optimistic,optimistic,a5,6,2027-02-13,medium,triggered_medium_decline_speed,device_rho,neutral,2027
recovery_ratio_main_hmax_optimistic,optimistic,a5,7,2027-04-14,medium,triggered_medium_time,device_rho,neutral,2027
recovery_ratio_main_hmax_optimistic,optimistic,a5,8,2027-06-13,medium,triggered_medium_time,device_rho,neutral,2027
recovery_ratio_main_hmax_optimistic,optimistic,a5,9,2027-08-12,medium,triggered_medium_time,device_rho,neutral,2027
recovery_ratio_main_hmax_optimistic,optimistic,a5,10,2027-09-30,medium,triggered_medium_decline_speed,device_rho,neutral,2027
recovery_ratio_main_hmax_optimistic,optimistic,a5,11,2027-11-18,medium,triggered_medium_decline_speed,device_rho,neutral,2027
recovery_ratio_main_hmax_optimistic,optimistic,a5,12,2028-01-06,medium,triggered_medium_decline_speed,device_rho,neutral,2028
recovery_ratio_main_hmax_optimistic,optimistic,a5,13,2028-02-24,medium,triggered_medium_decline_speed,device_rho,neutral,2028
recovery_ratio_main_hmax_optimistic,optimistic,a5,14,2028-04-24,medium,triggered_medium_time,device_rho,neutral,2028
recovery_ratio_main_hmax_optimistic,optimistic,a5,15,2028-06-23,medium,triggered_medium_time,device_rho,neutral,2028
recovery_ratio_main_hmax_optimistic,optimistic,a5,16,2028-08-15,medium,triggered_medium_decline_speed,device_rho,neutral,2028
recovery_ratio_main_hmax_optimistic,optimistic,a5,17,2028-10-03,medium,triggered_medium_decline_speed,device_rho,neutral,2028
recovery_ratio_main_hmax_optimistic,optimistic,a5,18,2028-11-21,medium,triggered_medium_decline_speed,device_rho,neutral,2028
recovery_ratio_main_hmax_optimistic,optimistic,a5,19,2029-01-09,medium,triggered_medium_decline_speed,device_rho,neutral,2029
recovery_ratio_main_hmax_optimistic,optimistic,a5,20,2029-02-27,medium,triggered_medium_decline_speed,device_rho,neutral,2029
fixed_gain_baseline_hmax_pessimistic,pessimistic,a5,1,2026-06-02,medium,triggered_medium_time,fixed_gain_model,neutral,2026
fixed_gain_baseline_hmax_pessimistic,pessimistic,a5,2,2026-08-01,medium,triggered_medium_time,fixed_gain_model,neutral,2026
fixed_gain_baseline_hmax_pessimistic,pessimistic,a5,3,2026-09-19,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2026
fixed_gain_baseline_hmax_pessimistic,pessimistic,a5,4,2026-11-07,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2026
fixed_gain_baseline_hmax_pessimistic,pessimistic,a5,5,2026-12-26,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2026
fixed_gain_baseline_hmax_pessimistic,pessimistic,a5,6,2027-02-13,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2027
fixed_gain_baseline_hmax_pessimistic,pessimistic,a5,7,2027-04-14,medium,triggered_medium_time,fixed_gain_model,neutral,2027
fixed_gain_baseline_hmax_pessimistic,pessimistic,a5,8,2027-06-13,medium,triggered_medium_time,fixed_gain_model,neutral,2027
fixed_gain_baseline_hmax_pessimistic,pessimistic,a5,9,2027-08-12,medium,triggered_medium_time,fixed_gain_model,neutral,2027
fixed_gain_baseline_hmax_pessimistic,pessimistic,a5,10,2027-09-30,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2027
fixed_gain_baseline_hmax_pessimistic,pessimistic,a5,11,2027-11-18,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2027
fixed_gain_baseline_hmax_pessimistic,pessimistic,a5,12,2028-01-06,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2028
fixed_gain_baseline_hmax_pessimistic,pessimistic,a5,13,2028-02-24,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2028
recovery_ratio_main_hmax_pessimistic,pessimistic,a5,1,2026-06-02,medium,triggered_medium_time,device_rho,neutral,2026
recovery_ratio_main_hmax_pessimistic,pessimistic,a5,2,2026-08-01,medium,triggered_medium_time,device_rho,neutral,2026
recovery_ratio_main_hmax_pessimistic,pessimistic,a5,3,2026-09-19,medium,triggered_medium_decline_speed,device_rho,neutral,2026
recovery_ratio_main_hmax_pessimistic,pessimistic,a5,4,2026-11-07,medium,triggered_medium_decline_speed,device_rho,neutral,2026
recovery_ratio_main_hmax_pessimistic,pessimistic,a5,5,2026-12-26,medium,triggered_medium_decline_speed,device_rho,neutral,2026
recovery_ratio_main_hmax_pessimistic,pessimistic,a5,6,2027-02-13,medium,triggered_medium_decline_speed,device_rho,neutral,2027
recovery_ratio_main_hmax_pessimistic,pessimistic,a5,7,2027-04-14,medium,triggered_medium_time,device_rho,neutral,2027
recovery_ratio_main_hmax_pessimistic,pessimistic,a5,8,2027-06-13,medium,triggered_medium_time,device_rho,neutral,2027
recovery_ratio_main_hmax_pessimistic,pessimistic,a5,9,2027-08-12,medium,triggered_medium_time,device_rho,neutral,2027
recovery_ratio_main_hmax_pessimistic,pessimistic,a5,10,2027-09-30,medium,triggered_medium_decline_speed,device_rho,neutral,2027
fixed_gain_baseline_major_sensitivity,neutral,a5,1,2026-04-12,major,triggered_major_time_global_fallback_sensitivity,fixed_gain_model,neutral,2026
fixed_gain_baseline_major_sensitivity,neutral,a5,2,2026-06-11,medium,triggered_medium_time,fixed_gain_model,neutral,2026
fixed_gain_baseline_major_sensitivity,neutral,a5,3,2026-08-10,medium,triggered_medium_time,fixed_gain_model,neutral,2026
fixed_gain_baseline_major_sensitivity,neutral,a5,4,2026-09-28,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2026
fixed_gain_baseline_major_sensitivity,neutral,a5,5,2026-11-16,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2026
fixed_gain_baseline_major_sensitivity,neutral,a5,6,2027-01-04,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2027
fixed_gain_baseline_major_sensitivity,neutral,a5,7,2027-02-22,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2027
fixed_gain_baseline_major_sensitivity,neutral,a5,8,2027-04-23,medium,triggered_medium_time,fixed_gain_model,neutral,2027
recovery_ratio_main_major_sensitivity,neutral,a5,1,2026-04-12,major,triggered_major_time_global_fallback_sensitivity,global_rho,neutral,2026
recovery_ratio_main_major_sensitivity,neutral,a5,2,2026-06-11,medium,triggered_medium_time,device_rho,neutral,2026
recovery_ratio_main_major_sensitivity,neutral,a5,3,2026-08-10,medium,triggered_medium_time,device_rho,neutral,2026
recovery_ratio_main_major_sensitivity,neutral,a5,4,2026-09-28,medium,triggered_medium_decline_speed,device_rho,neutral,2026
recovery_ratio_main_major_sensitivity,neutral,a5,5,2026-11-16,medium,triggered_medium_decline_speed,device_rho,neutral,2026
recovery_ratio_main_major_sensitivity,neutral,a5,6,2027-01-04,medium,triggered_medium_decline_speed,device_rho,neutral,2027
recovery_ratio_main_major_sensitivity,neutral,a5,7,2027-02-22,medium,triggered_medium_decline_speed,device_rho,neutral,2027
recovery_ratio_main_major_sensitivity,neutral,a5,8,2027-04-23,medium,triggered_medium_time,device_rho,neutral,2027
fixed_gain_baseline,neutral,a6,1,2026-04-12,major,triggered_major_time_device_history,fixed_gain_model,neutral,2026
fixed_gain_baseline,neutral,a6,2,2026-06-22,medium,triggered_medium_time,fixed_gain_model,neutral,2026
recovery_ratio_main,neutral,a6,1,2026-04-12,major,triggered_major_time_device_history,device_rho,neutral,2026
recovery_ratio_main,neutral,a6,2,2026-06-22,medium,triggered_medium_time,device_rho,neutral,2026
fixed_gain_baseline_hmax_optimistic,optimistic,a6,1,2026-04-12,major,triggered_major_time_device_history,fixed_gain_model,neutral,2026
fixed_gain_baseline_hmax_optimistic,optimistic,a6,2,2026-06-22,medium,triggered_medium_time,fixed_gain_model,neutral,2026
recovery_ratio_main_hmax_optimistic,optimistic,a6,1,2026-04-12,major,triggered_major_time_device_history,device_rho,neutral,2026
recovery_ratio_main_hmax_optimistic,optimistic,a6,2,2026-06-22,medium,triggered_medium_time,device_rho,neutral,2026
fixed_gain_baseline_hmax_pessimistic,pessimistic,a6,1,2026-04-12,major,triggered_major_time_device_history,fixed_gain_model,neutral,2026
fixed_gain_baseline_hmax_pessimistic,pessimistic,a6,2,2026-06-22,medium,triggered_medium_time,fixed_gain_model,neutral,2026
recovery_ratio_main_hmax_pessimistic,pessimistic,a6,1,2026-04-12,major,triggered_major_time_device_history,device_rho,neutral,2026
recovery_ratio_main_hmax_pessimistic,pessimistic,a6,2,2026-06-22,medium,triggered_medium_time,device_rho,neutral,2026
fixed_gain_baseline_major_sensitivity,neutral,a6,1,2026-04-12,major,triggered_major_time_device_history,fixed_gain_model,neutral,2026
fixed_gain_baseline_major_sensitivity,neutral,a6,2,2026-06-22,medium,triggered_medium_time,fixed_gain_model,neutral,2026
recovery_ratio_main_major_sensitivity,neutral,a6,1,2026-04-12,major,triggered_major_time_device_history,device_rho,neutral,2026
recovery_ratio_main_major_sensitivity,neutral,a6,2,2026-06-22,medium,triggered_medium_time,device_rho,neutral,2026
fixed_gain_baseline,neutral,a7,1,2026-05-26,medium,triggered_medium_time,fixed_gain_model,neutral,2026
fixed_gain_baseline,neutral,a7,2,2026-07-27,medium,triggered_medium_time,fixed_gain_model,neutral,2026
fixed_gain_baseline,neutral,a7,3,2026-09-15,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2026
recovery_ratio_main,neutral,a7,1,2026-05-26,medium,triggered_medium_time,global_rho,neutral,2026
recovery_ratio_main,neutral,a7,2,2026-07-27,medium,triggered_medium_time,global_rho,neutral,2026
recovery_ratio_main,neutral,a7,3,2026-09-15,medium,triggered_medium_decline_speed,global_rho,neutral,2026
fixed_gain_baseline_hmax_optimistic,optimistic,a7,1,2026-05-26,medium,triggered_medium_time,fixed_gain_model,neutral,2026
fixed_gain_baseline_hmax_optimistic,optimistic,a7,2,2026-07-27,medium,triggered_medium_time,fixed_gain_model,neutral,2026
fixed_gain_baseline_hmax_optimistic,optimistic,a7,3,2026-09-15,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2026
recovery_ratio_main_hmax_optimistic,optimistic,a7,1,2026-05-26,medium,triggered_medium_time,global_rho,neutral,2026
recovery_ratio_main_hmax_optimistic,optimistic,a7,2,2026-07-27,medium,triggered_medium_time,global_rho,neutral,2026
recovery_ratio_main_hmax_optimistic,optimistic,a7,3,2026-09-15,medium,triggered_medium_decline_speed,global_rho,neutral,2026
fixed_gain_baseline_hmax_pessimistic,pessimistic,a7,1,2026-05-26,medium,triggered_medium_time,fixed_gain_model,neutral,2026
fixed_gain_baseline_hmax_pessimistic,pessimistic,a7,2,2026-07-27,medium,triggered_medium_time,fixed_gain_model,neutral,2026
fixed_gain_baseline_hmax_pessimistic,pessimistic,a7,3,2026-09-15,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2026
recovery_ratio_main_hmax_pessimistic,pessimistic,a7,1,2026-05-26,medium,triggered_medium_time,global_rho,neutral,2026
recovery_ratio_main_hmax_pessimistic,pessimistic,a7,2,2026-07-27,medium,triggered_medium_time,global_rho,neutral,2026
recovery_ratio_main_hmax_pessimistic,pessimistic,a7,3,2026-09-15,medium,triggered_medium_decline_speed,global_rho,neutral,2026
fixed_gain_baseline_major_sensitivity,neutral,a7,1,2026-05-26,medium,triggered_medium_time,fixed_gain_model,neutral,2026
fixed_gain_baseline_major_sensitivity,neutral,a7,2,2026-07-27,medium,triggered_medium_time,fixed_gain_model,neutral,2026
fixed_gain_baseline_major_sensitivity,neutral,a7,3,2026-09-15,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2026
recovery_ratio_main_major_sensitivity,neutral,a7,1,2026-05-26,medium,triggered_medium_time,global_rho,neutral,2026
recovery_ratio_main_major_sensitivity,neutral,a7,2,2026-07-27,medium,triggered_medium_time,global_rho,neutral,2026
recovery_ratio_main_major_sensitivity,neutral,a7,3,2026-09-15,medium,triggered_medium_decline_speed,global_rho,neutral,2026
fixed_gain_baseline,neutral,a8,1,2026-05-24,medium,triggered_medium_time,fixed_gain_model,neutral,2026
fixed_gain_baseline,neutral,a8,2,2026-07-17,medium,triggered_medium_time,fixed_gain_model,neutral,2026
fixed_gain_baseline,neutral,a8,3,2026-09-03,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2026
fixed_gain_baseline,neutral,a8,4,2026-10-19,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2026
fixed_gain_baseline,neutral,a8,5,2026-12-04,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2026
fixed_gain_baseline,neutral,a8,6,2027-01-19,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2027
fixed_gain_baseline,neutral,a8,7,2027-03-06,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2027
fixed_gain_baseline,neutral,a8,8,2027-04-29,medium,triggered_medium_time,fixed_gain_model,neutral,2027
fixed_gain_baseline,neutral,a8,9,2027-06-22,medium,triggered_medium_time,fixed_gain_model,neutral,2027
fixed_gain_baseline,neutral,a8,10,2027-08-15,medium,triggered_medium_time,fixed_gain_model,neutral,2027
recovery_ratio_main,neutral,a8,1,2026-05-24,medium,triggered_medium_time,global_rho,neutral,2026
recovery_ratio_main,neutral,a8,2,2026-07-17,medium,triggered_medium_time,global_rho,neutral,2026
recovery_ratio_main,neutral,a8,3,2026-09-03,medium,triggered_medium_decline_speed,global_rho,neutral,2026
recovery_ratio_main,neutral,a8,4,2026-10-19,medium,triggered_medium_decline_speed,global_rho,neutral,2026
recovery_ratio_main,neutral,a8,5,2026-12-04,medium,triggered_medium_decline_speed,global_rho,neutral,2026
recovery_ratio_main,neutral,a8,6,2027-01-19,medium,triggered_medium_decline_speed,global_rho,neutral,2027
recovery_ratio_main,neutral,a8,7,2027-03-06,medium,triggered_medium_decline_speed,global_rho,neutral,2027
recovery_ratio_main,neutral,a8,8,2027-04-29,medium,triggered_medium_time,global_rho,neutral,2027
recovery_ratio_main,neutral,a8,9,2027-06-22,medium,triggered_medium_time,global_rho,neutral,2027
recovery_ratio_main,neutral,a8,10,2027-08-15,medium,triggered_medium_time,global_rho,neutral,2027
recovery_ratio_main,neutral,a8,11,2027-09-30,medium,triggered_medium_decline_speed,global_rho,neutral,2027
recovery_ratio_main,neutral,a8,12,2027-11-15,medium,triggered_medium_decline_speed,global_rho,neutral,2027
fixed_gain_baseline_hmax_optimistic,optimistic,a8,1,2026-05-24,medium,triggered_medium_time,fixed_gain_model,neutral,2026
fixed_gain_baseline_hmax_optimistic,optimistic,a8,2,2026-07-17,medium,triggered_medium_time,fixed_gain_model,neutral,2026
fixed_gain_baseline_hmax_optimistic,optimistic,a8,3,2026-09-03,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2026
fixed_gain_baseline_hmax_optimistic,optimistic,a8,4,2026-10-19,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2026
fixed_gain_baseline_hmax_optimistic,optimistic,a8,5,2026-12-04,medium,triggered_medium_decline_speed,fixed_gain_model,neutral,2026
