maintenance_type,n_events,gain_abs_mean,gain_abs_median,gain_abs_q25,gain_abs_q75,gain_abs_std,gain_abs_min,gain_abs_max,gain_rel_mean,gain_rel_median,gain_rel_q25,gain_rel_q75
major,17,15.56564870217907,16.257987988717247,12.042742396216518,18.694574064157322,6.474971402033227,2.348189076225495,28.195090136245646,0.27689798884651234,0.24307199281471178,0.17763819398180702,0.32773636611204754
medium,102,18.256975952574415,17.630378969341457,10.116099241509927,25.051088323092074,10.170541951741356,2.2953079981468107,55.34503768833316,0.28571039798968134,0.23774523694199343,0.12300966128554079,0.355338468087929
